?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00018471>	apiole
<http://purl.obolibrary.org/obo/DRON_00018472>	ALLERGENIC EXTRACT, CURVULARIA LUNATA MOLD
<http://purl.obolibrary.org/obo/DRON_00018473>	ALLERGENIC EXTRACT, PHOMA BETAE MOLD
<http://purl.obolibrary.org/obo/DRON_00018474>	Rhizopus oryzae extract
<http://purl.obolibrary.org/obo/DRON_00018475>	ALLERGENIC EXTRACT, STEMPHYLLUM BOTRYOSUM MOLD
<http://purl.obolibrary.org/obo/DRON_00018476>	ALLERGENIC EXTRACT, COMMON MUGWORT
<http://purl.obolibrary.org/obo/DRON_00018477>	ALLERGENIC EXTRACT, PENICILLIN
<http://purl.obolibrary.org/obo/DRON_00018478>	ALLERGENIC EXTRACT, PIGWEED, ROUGH
<http://purl.obolibrary.org/obo/DRON_00018479>	ALLERGENIC EXTRACT, WESTERN RAGWEED
<http://purl.obolibrary.org/obo/DRON_00018480>	ALLERGENIC EXTRACT, COMMON SAGEBRUSH
<http://purl.obolibrary.org/obo/DRON_00018481>	ALLERGENIC EXTRACT, SCALE MIX
<http://purl.obolibrary.org/obo/DRON_00018482>	ALLERGENIC EXTRACT, SHEEP WOOL
<http://purl.obolibrary.org/obo/DRON_00018483>	ALLERGENIC EXTRACT, THISTLE, RUSSIAN
<http://purl.obolibrary.org/obo/DRON_00018484>	ALLERGENIC EXTRACT, BEECH
<http://purl.obolibrary.org/obo/DRON_00018485>	ALLERGENIC EXTRACT, BOX ELDER
<http://purl.obolibrary.org/obo/DRON_00018486>	ALLERGENIC EXTRACT, COTTONWOOD FREMONT
<http://purl.obolibrary.org/obo/DRON_00018487>	ALLERGENIC EXTRACT, COTTONWOOD, WESTERN
<http://purl.obolibrary.org/obo/DRON_00018488>	ALLERGENIC EXTRACT, CALIFORNIA HAZELNUT POLLEN
<http://purl.obolibrary.org/obo/DRON_00018489>	ALLERGENIC EXTRACT, HICKORY
<http://purl.obolibrary.org/obo/DRON_00018490>	ALLERGENIC EXTRACT, MAPLE
<http://purl.obolibrary.org/obo/DRON_00018491>	ALLERGENIC EXTRACT, MESQUITE
<http://purl.obolibrary.org/obo/DRON_00018492>	ALLERGENIC EXTRACT, MOUNTAIN CEDAR
<http://purl.obolibrary.org/obo/DRON_00018493>	ALLERGENIC EXTRACT, OAK
<http://purl.obolibrary.org/obo/DRON_00018494>	ALLERGENIC EXTRACT, CALIFORNIA LIVE OAK
<http://purl.obolibrary.org/obo/DRON_00018495>	ALLERGENIC EXTRACT, OLIVE
<http://purl.obolibrary.org/obo/DRON_00018496>	ALLERGENIC EXTRACT, POPLAR
<http://purl.obolibrary.org/obo/DRON_00018497>	ALLERGENIC EXTRACT, POPULUS ALBA, P. DELTOIDES
<http://purl.obolibrary.org/obo/DRON_00018498>	ALLERGENIC EXTRACT, RED ALDER
<http://purl.obolibrary.org/obo/DRON_00018499>	ALLERGENIC EXTRACT, TAG ALDER
<http://purl.obolibrary.org/obo/DRON_00018500>	ALLERGENIC EXTRACT, WALNUT
<http://purl.obolibrary.org/obo/DRON_00018501>	ALLERGENIC EXTRACT, WEED, CARELESS
<http://purl.obolibrary.org/obo/DRON_00018502>	ALLERGENIC EXTRACT, WEED, WEST MIX
<http://purl.obolibrary.org/obo/DRON_00018503>	ALLERGENIC EXTRACT, FALSE RAGWEED
<http://purl.obolibrary.org/obo/DRON_00018504>	ALLERGENIC EXTRACT, MUCOR RACEMOSUS MOLD
<http://purl.obolibrary.org/obo/DRON_00018505>	ALLERGENIC EXTRACT, SHEEP SORREL
<http://purl.obolibrary.org/obo/DRON_00018506>	ALLERGENIC EXTRACT, SYCAMORE
<http://purl.obolibrary.org/obo/DRON_00018507>	ALLERGENIC EXTRACT,YELLOW JACKET
<http://purl.obolibrary.org/obo/DRON_00018508>	ALLERGENIC EXTRACT, STINGING INSECT
<http://purl.obolibrary.org/obo/DRON_00018509>	ALLERGENIC EXTRACT, BIRCH
<http://purl.obolibrary.org/obo/DRON_00018510>	ALLERGENIC EXTRACT, BERMUDA GRASS
<http://purl.obolibrary.org/obo/DRON_00018511>	ALLERGENIC EXTRACT, GRASS, BROME
<http://purl.obolibrary.org/obo/DRON_00018512>	ALLERGENIC EXTRACT, GRASS, JOHNSON
<http://purl.obolibrary.org/obo/DRON_00018513>	ALLERGENIC EXTRACT, GRASS, KENTUCKY BLUE
<http://purl.obolibrary.org/obo/DRON_00018514>	ALLERGENIC EXTRACT, GRASS, ORCHARD
<http://purl.obolibrary.org/obo/DRON_00018515>	ALLERGENIC EXTRACT, RYE GRASS PERENNIAL
<http://purl.obolibrary.org/obo/DRON_00018516>	ALLERGENIC EXTRACT, GRASS, SWEET VERNAL
<http://purl.obolibrary.org/obo/DRON_00018517>	ALLERGENIC EXTRACT, HORMODENDRUM HORDEI
<http://purl.obolibrary.org/obo/DRON_00018518>	ALLERGENIC EXTRACT, BEE
<http://purl.obolibrary.org/obo/DRON_00018519>	ALLERGENIC EXTRACT, LAMB QUARTERS
<http://purl.obolibrary.org/obo/DRON_00018520>	Methicillin Sodium
<http://purl.obolibrary.org/obo/DRON_00018521>	Frangula preparation
<http://purl.obolibrary.org/obo/DRON_00018524>	Sodium ferric gluconate complex
<http://purl.obolibrary.org/obo/DRON_00018525>	PEPTONE,DRIED
<http://purl.obolibrary.org/obo/DRON_00018526>	CALCIUM IODIZED
<http://purl.obolibrary.org/obo/DRON_00018528>	Cordyceps sinensis preparation
<http://purl.obolibrary.org/obo/DRON_00018531>	rapacuronium
<http://purl.obolibrary.org/obo/DRON_00018532>	Cisatracurium
<http://purl.obolibrary.org/obo/DRON_00018533>	LYMPHOCYTE IMMUNE GLOBULIN, ANTI-THYMOCYTE G
<http://purl.obolibrary.org/obo/DRON_00018534>	Albumin Human, USP
<http://purl.obolibrary.org/obo/DRON_00018535>	FERRIC CACODYLATE
<http://purl.obolibrary.org/obo/DRON_00018536>	D-Transallethrin
<http://purl.obolibrary.org/obo/DRON_00018539>	ARNICA FLOWERS EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018542>	Petroleum preparation
<http://purl.obolibrary.org/obo/DRON_00018543>	Prune preparation
<http://purl.obolibrary.org/obo/DRON_00018544>	Pau d'arco preparation
<http://purl.obolibrary.org/obo/DRON_00018549>	POTASSIUM OXYQUINOLONE
<http://purl.obolibrary.org/obo/DRON_00018551>	Arnica montana Extract
<http://purl.obolibrary.org/obo/DRON_00018552>	Calendula officinalis extract
<http://purl.obolibrary.org/obo/DRON_00018556>	TRIMETHOXYBENZENE
<http://purl.obolibrary.org/obo/DRON_00018557>	Ginsenoside
<http://purl.obolibrary.org/obo/DRON_00018559>	"1-ALPHA-VITAMIN D"
<http://purl.obolibrary.org/obo/DRON_00018560>	ertapenem
<http://purl.obolibrary.org/obo/DRON_00018564>	Veratrum Viride Preparation
<http://purl.obolibrary.org/obo/DRON_00018566>	alpha-glucoheptonic acid, magnesium salt (2:1)
<http://purl.obolibrary.org/obo/DRON_00018567>	Dornase Alfa
<http://purl.obolibrary.org/obo/DRON_00018573>	Boiron oscillococcinum, anas barbariae hepatis et cordis extractum, oscillococcinum, Homeopathic preparation
<http://purl.obolibrary.org/obo/DRON_00018574>	Gymnema Sylvestre Preparation
<http://purl.obolibrary.org/obo/DRON_00018575>	ALBUMIN,AGGREGATED
<http://purl.obolibrary.org/obo/DRON_00018576>	Urtica preparation
<http://purl.obolibrary.org/obo/DRON_00018580>	gefitinib
<http://purl.obolibrary.org/obo/DRON_00018582>	thiosalicylic acid
<http://purl.obolibrary.org/obo/DRON_00018583>	valdecoxib
<http://purl.obolibrary.org/obo/DRON_00018586>	Escitalopram
<http://purl.obolibrary.org/obo/DRON_00018587>	alefacept
<http://purl.obolibrary.org/obo/DRON_00018589>	drotrecogin alfa
<http://purl.obolibrary.org/obo/DRON_00018590>	Levobetaxolol
<http://purl.obolibrary.org/obo/DRON_00018591>	Rasburicase
<http://purl.obolibrary.org/obo/DRON_00018592>	Insulin, Regular, Beef
<http://purl.obolibrary.org/obo/DRON_00018593>	SODIUM LAURYL SULFOACETATE
<http://purl.obolibrary.org/obo/DRON_00018594>	MENINGOCOCCAL VACCINE B
<http://purl.obolibrary.org/obo/DRON_00018597>	Corn silk preparation
<http://purl.obolibrary.org/obo/DRON_00018601>	EGG YOLK PHOSPHATIDES
<http://purl.obolibrary.org/obo/DRON_00018603>	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135
<http://purl.obolibrary.org/obo/DRON_00018604>	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y
<http://purl.obolibrary.org/obo/DRON_00018607>	Lente Insulin, Beef-Pork
<http://purl.obolibrary.org/obo/DRON_00018608>	NPH Insulin, Beef
<http://purl.obolibrary.org/obo/DRON_00018609>	NPH Insulin, Beef-Pork
<http://purl.obolibrary.org/obo/DRON_00018611>	Viscum album preparation
<http://purl.obolibrary.org/obo/DRON_00018612>	SODIUM PHOSPHATE, DIBASIC, ANHYDROUS
<http://purl.obolibrary.org/obo/DRON_00018613>	SARRACENIA PURPUREA preparation
<http://purl.obolibrary.org/obo/DRON_00018616>	Nux Vomica extract
<http://purl.obolibrary.org/obo/DRON_00018617>	Asafetida extract
<http://purl.obolibrary.org/obo/DRON_00018619>	yellowjacket venom protein
<http://purl.obolibrary.org/obo/DRON_00018622>	Astragalus preparation
<http://purl.obolibrary.org/obo/DRON_00018623>	Angelica sinensis preparation
<http://purl.obolibrary.org/obo/DRON_00018646>	norelgestromin
<http://purl.obolibrary.org/obo/DRON_00018648>	SWEETLEAF Preparation
<http://purl.obolibrary.org/obo/DRON_00018650>	Felbinac
<http://purl.obolibrary.org/obo/DRON_00018651>	ACETIC
<http://purl.obolibrary.org/obo/DRON_00018656>	DISODIUM PYROPHOSPHATE
<http://purl.obolibrary.org/obo/DRON_00018659>	Passion flower extract
<http://purl.obolibrary.org/obo/DRON_00018660>	Kava preparation
<http://purl.obolibrary.org/obo/DRON_00018661>	Dicobalt edetate
<http://purl.obolibrary.org/obo/DRON_00018663>	Tacalcitol
<http://purl.obolibrary.org/obo/DRON_00018665>	Butethamate
<http://purl.obolibrary.org/obo/DRON_00018667>	Cetyl dimethicone
<http://purl.obolibrary.org/obo/DRON_00018668>	agalsidase beta
<http://purl.obolibrary.org/obo/DRON_00018669>	telithromycin
<http://purl.obolibrary.org/obo/DRON_00018670>	parecoxib
<http://purl.obolibrary.org/obo/DRON_00018671>	etoricoxib
<http://purl.obolibrary.org/obo/DRON_00018672>	Carbomer-980
<http://purl.obolibrary.org/obo/DRON_00018673>	laureth-4
<http://purl.obolibrary.org/obo/DRON_00018677>	Miglustat
<http://purl.obolibrary.org/obo/DRON_00018678>	efalizumab
<http://purl.obolibrary.org/obo/DRON_00018679>	rosuvastatin
<http://purl.obolibrary.org/obo/DRON_00018681>	Atazanavir
<http://purl.obolibrary.org/obo/DRON_00018682>	Lutropin alfa
<http://purl.obolibrary.org/obo/DRON_00018683>	bortezomib
<http://purl.obolibrary.org/obo/DRON_00018684>	methyl 5-aminolevulinate
<http://purl.obolibrary.org/obo/DRON_00018685>	tadalafil
<http://purl.obolibrary.org/obo/DRON_00018690>	BCG, Live, Montreal Strain
<http://purl.obolibrary.org/obo/DRON_00018691>	aprepitant
<http://purl.obolibrary.org/obo/DRON_00018693>	imatinib
<http://purl.obolibrary.org/obo/DRON_00018694>	Laronidase
<http://purl.obolibrary.org/obo/DRON_00018695>	omalizumab
<http://purl.obolibrary.org/obo/DRON_00018696>	pegvisomant
<http://purl.obolibrary.org/obo/DRON_00018697>	Insulin, Protamine Zinc, Beef-Pork
<http://purl.obolibrary.org/obo/DRON_00018698>	BOTULISM ANTITOXIN TRIV A,B&E
<http://purl.obolibrary.org/obo/DRON_00018701>	Anthraquinone glycoside
<http://purl.obolibrary.org/obo/DRON_00018702>	AZINTAMIDE
<http://purl.obolibrary.org/obo/DRON_00018706>	CHLORPHENINDIONE
<http://purl.obolibrary.org/obo/DRON_00018709>	cinacalcet
<http://purl.obolibrary.org/obo/DRON_00018710>	cinoxate
<http://purl.obolibrary.org/obo/DRON_00018711>	Aloe vera preparation
<http://purl.obolibrary.org/obo/DRON_00018713>	DIFETARSONE
<http://purl.obolibrary.org/obo/DRON_00018715>	Elder extract
<http://purl.obolibrary.org/obo/DRON_00018727>	Eucalyptus extract
<http://purl.obolibrary.org/obo/DRON_00018728>	Gentian preparation
<http://purl.obolibrary.org/obo/DRON_00018729>	Insulin, Zinc, Human
<http://purl.obolibrary.org/obo/DRON_00018731>	Cetrimide
<http://purl.obolibrary.org/obo/DRON_00018732>	Magnesium malate
<http://purl.obolibrary.org/obo/DRON_00018733>	meglumine antimoniate
<http://purl.obolibrary.org/obo/DRON_00018734>	MELITRACEN
<http://purl.obolibrary.org/obo/DRON_00018736>	MANGANESE CITRATE
<http://purl.obolibrary.org/obo/DRON_00018737>	CHROMIUM CITRATE
<http://purl.obolibrary.org/obo/DRON_00018738>	Gotu Kola Extract
<http://purl.obolibrary.org/obo/DRON_00018742>	Buckthorn preparation
<http://purl.obolibrary.org/obo/DRON_00018743>	CLOCINIZINE
<http://purl.obolibrary.org/obo/DRON_00018744>	Calcium Aspartate
<http://purl.obolibrary.org/obo/DRON_00018745>	silicon dioxide, colloidal
<http://purl.obolibrary.org/obo/DRON_00018746>	TASONERMIN
<http://purl.obolibrary.org/obo/DRON_00018753>	Thyme preparation
<http://purl.obolibrary.org/obo/DRON_00018754>	Astragalus Root Extract
<http://purl.obolibrary.org/obo/DRON_00018756>	erlotinib
<http://purl.obolibrary.org/obo/DRON_00018757>	Solfenacin
<http://purl.obolibrary.org/obo/DRON_00018758>	Solifenacin
<http://purl.obolibrary.org/obo/DRON_00018759>	natalizumab
<http://purl.obolibrary.org/obo/DRON_00018761>	Echinacea Purpurea Aerial Parts Extract
<http://purl.obolibrary.org/obo/DRON_00018763>	ANTIRABIES SERUM,EQUINE
<http://purl.obolibrary.org/obo/DRON_00018764>	cetuximab
<http://purl.obolibrary.org/obo/DRON_00018765>	Trichophyton antigen
<http://purl.obolibrary.org/obo/DRON_00018768>	Eszopiclone
<http://purl.obolibrary.org/obo/DRON_00018769>	entecavir
<http://purl.obolibrary.org/obo/DRON_00018773>	magnesium amino acid chelate
<http://purl.obolibrary.org/obo/DRON_00018774>	Spirulina
<http://purl.obolibrary.org/obo/DRON_00018775>	Lauromacrogols
<http://purl.obolibrary.org/obo/DRON_00018778>	Escherichia coli
<http://purl.obolibrary.org/obo/DRON_00018779>	Metyrosine
<http://purl.obolibrary.org/obo/DRON_00018780>	aluminum sesquichlorohydrate
<http://purl.obolibrary.org/obo/DRON_00018781>	Botulism Immune Globulin IV Human
<http://purl.obolibrary.org/obo/DRON_00018782>	Providone-Iodine
<http://purl.obolibrary.org/obo/DRON_00018783>	Iodophors
<http://purl.obolibrary.org/obo/DRON_00018784>	Dextran 110
<http://purl.obolibrary.org/obo/DRON_00018785>	Human normal immunoglobulin
<http://purl.obolibrary.org/obo/DRON_00018789>	Monascus purpureus West
<http://purl.obolibrary.org/obo/DRON_00018790>	Pimecrolimus
<http://purl.obolibrary.org/obo/DRON_00018791>	micafungin
<http://purl.obolibrary.org/obo/DRON_00018792>	COLLAGEN, HYDROLYZED
<http://purl.obolibrary.org/obo/DRON_00018794>	ramelteon
<http://purl.obolibrary.org/obo/DRON_00018796>	galsulfase
<http://purl.obolibrary.org/obo/DRON_00018797>	nepafenac
<http://purl.obolibrary.org/obo/DRON_00018799>	Papaya preparation
<http://purl.obolibrary.org/obo/DRON_00018800>	fenugreek seed meal
<http://purl.obolibrary.org/obo/DRON_00018802>	flavocoxid
<http://purl.obolibrary.org/obo/DRON_00018807>	Cornsilk
<http://purl.obolibrary.org/obo/DRON_00018815>	Stinging Nettle Extract
<http://purl.obolibrary.org/obo/DRON_00018816>	Bearberry preparation
<http://purl.obolibrary.org/obo/DRON_00018818>	African Pygeum Extract
<http://purl.obolibrary.org/obo/DRON_00018821>	Whortleberry substance
<http://purl.obolibrary.org/obo/DRON_00018822>	Soybean Lecithin
<http://purl.obolibrary.org/obo/DRON_00018824>	Red Clover Preparation
<http://purl.obolibrary.org/obo/DRON_00018826>	tigecycline
<http://purl.obolibrary.org/obo/DRON_00018827>	Legume preparation
<http://purl.obolibrary.org/obo/DRON_00018828>	Fenugreek seed preparation
<http://purl.obolibrary.org/obo/DRON_00018831>	fosamprenavir
<http://purl.obolibrary.org/obo/DRON_00018833>	Human vaccinia immune globulin
<http://purl.obolibrary.org/obo/DRON_00018834>	sorafenib
<http://purl.obolibrary.org/obo/DRON_00018835>	deferasirox
<http://purl.obolibrary.org/obo/DRON_00018837>	Articaine
<http://purl.obolibrary.org/obo/DRON_00018841>	lenalidomide
<http://purl.obolibrary.org/obo/DRON_00018842>	nelarabine
<http://purl.obolibrary.org/obo/DRON_00018843>	mecasermin
<http://purl.obolibrary.org/obo/DRON_00018844>	petrolatum, yellow
<http://purl.obolibrary.org/obo/DRON_00018846>	Interferon Alfa-n3
<http://purl.obolibrary.org/obo/DRON_00018847>	HOODIA GORDONII EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018848>	white kidney bean extract
<http://purl.obolibrary.org/obo/DRON_00018849>	lubiprostone
<http://purl.obolibrary.org/obo/DRON_00018851>	mecasermin rinfabate
<http://purl.obolibrary.org/obo/DRON_00018852>	Coagulation Factor IX (Human)
<http://purl.obolibrary.org/obo/DRON_00018853>	Immune Globulin Subcutaneous (Human)
<http://purl.obolibrary.org/obo/DRON_00018854>	anidulafungin
<http://purl.obolibrary.org/obo/DRON_00018855>	Aminobutyrate
<http://purl.obolibrary.org/obo/DRON_00018856>	Flufenamate
<http://purl.obolibrary.org/obo/DRON_00018859>	estrogens, conjugated synthetic B
<http://purl.obolibrary.org/obo/DRON_00018860>	Pentetate
<http://purl.obolibrary.org/obo/DRON_00018864>	Nalidixate
<http://purl.obolibrary.org/obo/DRON_00018868>	Tiaprofenate
<http://purl.obolibrary.org/obo/DRON_00018872>	Meclofenamate
<http://purl.obolibrary.org/obo/DRON_00018873>	Cerebral Phospholipids
<http://purl.obolibrary.org/obo/DRON_00018881>	Citrus Pectin extract
<http://purl.obolibrary.org/obo/DRON_00018882>	alglucosidase alfa
<http://purl.obolibrary.org/obo/DRON_00018883>	Hyaluronidase, Human
<http://purl.obolibrary.org/obo/DRON_00018886>	varenicline
<http://purl.obolibrary.org/obo/DRON_00018889>	Ginseng Preparation
<http://purl.obolibrary.org/obo/DRON_00018890>	Morinda citrifolia extract
<http://purl.obolibrary.org/obo/DRON_00018892>	Polypodium Leucotomos
<http://purl.obolibrary.org/obo/DRON_00018894>	SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS
<http://purl.obolibrary.org/obo/DRON_00018895>	gamma-Aminobutyrate
<http://purl.obolibrary.org/obo/DRON_00018901>	dasatinib
<http://purl.obolibrary.org/obo/DRON_00018902>	ranibizumab
<http://purl.obolibrary.org/obo/DRON_00018903>	idursulfase
<http://purl.obolibrary.org/obo/DRON_00018907>	CIDER VINEGAR
<http://purl.obolibrary.org/obo/DRON_00018908>	Echinacea Root Extract
<http://purl.obolibrary.org/obo/DRON_00018910>	deracoxib
<http://purl.obolibrary.org/obo/DRON_00018911>	Pumpkin seed oil extract
<http://purl.obolibrary.org/obo/DRON_00018913>	Comfrey preparation
<http://purl.obolibrary.org/obo/DRON_00018914>	Goldenseal preparation
<http://purl.obolibrary.org/obo/DRON_00018916>	posaconazole
<http://purl.obolibrary.org/obo/DRON_00018918>	panitumumab
<http://purl.obolibrary.org/obo/DRON_00018919>	GREEN TEA LEAF EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018920>	arformoterol
<http://purl.obolibrary.org/obo/DRON_00018921>	lapatinib
<http://purl.obolibrary.org/obo/DRON_00018923>	Bismuth biskalcitrate
<http://purl.obolibrary.org/obo/DRON_00018925>	iodine povacrylex
<http://purl.obolibrary.org/obo/DRON_00018939>	eculizumab
<http://purl.obolibrary.org/obo/DRON_00018940>	Lisdexamfetamine
<http://purl.obolibrary.org/obo/DRON_00018944>	retapamulin
<http://purl.obolibrary.org/obo/DRON_00018945>	Petiveria Alliacea Preparation
<http://purl.obolibrary.org/obo/DRON_00018946>	Insoluble berlin blue stain
<http://purl.obolibrary.org/obo/DRON_00018947>	ambrisentan
<http://purl.obolibrary.org/obo/DRON_00018948>	Rotigotine
<http://purl.obolibrary.org/obo/DRON_00018949>	temsirolimus
<http://purl.obolibrary.org/obo/DRON_00018950>	armodafinil
<http://purl.obolibrary.org/obo/DRON_00018969>	Human Secretin
<http://purl.obolibrary.org/obo/DRON_00018970>	pegfilgrastim
<http://purl.obolibrary.org/obo/DRON_00018971>	adalimumab
<http://purl.obolibrary.org/obo/DRON_00018972>	fulvestrant
<http://purl.obolibrary.org/obo/DRON_00018973>	bemiparin
<http://purl.obolibrary.org/obo/DRON_00018974>	maraviroc
<http://purl.obolibrary.org/obo/DRON_00018975>	pafuramidine
<http://purl.obolibrary.org/obo/DRON_00018976>	darbepoetin alfa
<http://purl.obolibrary.org/obo/DRON_00018977>	Vitis extract
<http://purl.obolibrary.org/obo/DRON_00018978>	GLYCERYL MONOLAURATE
<http://purl.obolibrary.org/obo/DRON_00018981>	ixabepilone
<http://purl.obolibrary.org/obo/DRON_00018983>	Lithium Aspartate
<http://purl.obolibrary.org/obo/DRON_00018984>	Saw Palmetto Fruit Extract
<http://purl.obolibrary.org/obo/DRON_00018985>	nilotinib
<http://purl.obolibrary.org/obo/DRON_00018986>	Inert Ingredients
<http://purl.obolibrary.org/obo/DRON_00018988>	COLLAGEN,ACTIVATED
<http://purl.obolibrary.org/obo/DRON_00018990>	Sinecatechins
<http://purl.obolibrary.org/obo/DRON_00018993>	etravirine
<http://purl.obolibrary.org/obo/DRON_00018994>	Erysimum preparation
<http://purl.obolibrary.org/obo/DRON_00018995>	Coriander Extract
<http://purl.obolibrary.org/obo/DRON_00019000>	DIBUNATE
<http://purl.obolibrary.org/obo/DRON_00019001>	vildagliptin
<http://purl.obolibrary.org/obo/DRON_00019002>	Methoxy polyethylene glycol-epoetin beta
<http://purl.obolibrary.org/obo/DRON_00019003>	Fosaprepitant dimeglumine
<http://purl.obolibrary.org/obo/DRON_00019004>	levocetirizine
<http://purl.obolibrary.org/obo/DRON_00019005>	Typhoid Vaccine Live Ty21a
<http://purl.obolibrary.org/obo/DRON_00019008>	insulin human, rDNA origin
<http://purl.obolibrary.org/obo/DRON_00019012>	pegaptanib
<http://purl.obolibrary.org/obo/DRON_00019013>	rilonacept
<http://purl.obolibrary.org/obo/DRON_00019014>	Mumps Vaccine
<http://purl.obolibrary.org/obo/DRON_00019017>	Olive Leaf Extract
<http://purl.obolibrary.org/obo/DRON_00019018>	Hyaluronidase, Bovine
<http://purl.obolibrary.org/obo/DRON_00019019>	dexmethylphenidate
<http://purl.obolibrary.org/obo/DRON_00019021>	HYLAN G-F 20
<http://purl.obolibrary.org/obo/DRON_00019023>	Maca preparation
<http://purl.obolibrary.org/obo/DRON_00019026>	regadenoson
<http://purl.obolibrary.org/obo/DRON_00019029>	docosanol
<http://purl.obolibrary.org/obo/DRON_00019030>	Immune Globulin (Human)
<http://purl.obolibrary.org/obo/DRON_00019031>	tositumomab
<http://purl.obolibrary.org/obo/DRON_00019032>	EDTMP
<http://purl.obolibrary.org/obo/DRON_00019037>	Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine
<http://purl.obolibrary.org/obo/DRON_00019038>	Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine
<http://purl.obolibrary.org/obo/DRON_00019039>	Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine
<http://purl.obolibrary.org/obo/DRON_00019040>	Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine
<http://purl.obolibrary.org/obo/DRON_00019059>	L1 protein, Human papillomavirus type 11 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019062>	L1 protein, Human papillomavirus type 6 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019064>	Human-Bovine Reassortant Rotavirus Strain G1 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019065>	Human-Bovine Reassortant Rotavirus Strain G2 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019066>	Human-Bovine Reassortant Rotavirus Strain G3 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019067>	Human-Bovine Reassortant Rotavirus Strain G4 Vaccine
<http://purl.obolibrary.org/obo/DRON_00019068>	Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine
<http://purl.obolibrary.org/obo/DRON_00019078>	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine
<http://purl.obolibrary.org/obo/DRON_00019079>	Hepatitis B Surface Antigen (Australia antigen) MSD, Vaccine
<http://purl.obolibrary.org/obo/DRON_00019080>	Smallpox Vaccine Live, New York City Board of Health Vaccinia Strain
<http://purl.obolibrary.org/obo/DRON_00019082>	ciclesonide
<http://purl.obolibrary.org/obo/DRON_00019083>	alvimopan
<http://purl.obolibrary.org/obo/DRON_00019085>	POTASSIUM LACTATE
<http://purl.obolibrary.org/obo/DRON_00019090>	magnesium acetate
<http://purl.obolibrary.org/obo/DRON_00019091>	SODIUM PHOSPHATE DIHYDRATE
<http://purl.obolibrary.org/obo/DRON_00019100>	Kelp preparation
<http://purl.obolibrary.org/obo/DRON_00019101>	Milk thistle extract
<http://purl.obolibrary.org/obo/DRON_00019106>	Desvenlafaxine
<http://purl.obolibrary.org/obo/DRON_00019110>	Bean Pod Extract
<http://purl.obolibrary.org/obo/DRON_00019115>	EGG YOLK PHOSPHOLIPIDS
<http://purl.obolibrary.org/obo/DRON_00019119>	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine
<http://purl.obolibrary.org/obo/DRON_00019123>	romiplostim
<http://purl.obolibrary.org/obo/DRON_00019127>	Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain
<http://purl.obolibrary.org/obo/DRON_00019128>	Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain
<http://purl.obolibrary.org/obo/DRON_00019129>	Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain
<http://purl.obolibrary.org/obo/DRON_00019133>	Influenza Virus Vaccine, Inactivated A-Brisbane-10-2007 (H3N2)-like virus (A-Uruguay-716-2007 NYMC X-175C) strain
<http://purl.obolibrary.org/obo/DRON_00019134>	Influenza Virus Vaccine, Inactivated, B-Florida-4-2006-like virus (B-Florida-4-2006) strain
<http://purl.obolibrary.org/obo/DRON_00019138>	Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain
<http://purl.obolibrary.org/obo/DRON_00019142>	Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007 (H1N1) strain
<http://purl.obolibrary.org/obo/DRON_00019143>	Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007 (H3N2) (A-Brisbane-10-2007-like) strain
<http://purl.obolibrary.org/obo/DRON_00019144>	Influenza Virus Vaccine, Inactivated B-Florida-4-2006 strain
<http://purl.obolibrary.org/obo/DRON_00019145>	Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain
<http://purl.obolibrary.org/obo/DRON_00019154>	silodosin
<http://purl.obolibrary.org/obo/DRON_00019155>	C1 inhibitor (Human)
<http://purl.obolibrary.org/obo/DRON_00019160>	fesoterodine
<http://purl.obolibrary.org/obo/DRON_00019163>	eltrombopag
<http://purl.obolibrary.org/obo/DRON_00019164>	factor VIII (Human)
