?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00012364>	BIOFLAVONOID, LEMON
<http://purl.obolibrary.org/obo/DRON_00012386>	Borage extract
<http://purl.obolibrary.org/obo/DRON_00018824>	Red Clover Preparation
<http://purl.obolibrary.org/obo/DRON_00012284>	Calcium Glucarate
<http://purl.obolibrary.org/obo/DRON_00015086>	Lactobacillus
<http://purl.obolibrary.org/obo/DRON_00018181>	Docosahexaenoate
<http://purl.obolibrary.org/obo/DRON_00012357>	SIBERIAN GINSENG ROOT
<http://purl.obolibrary.org/obo/DRON_00012126>	ginger root
<http://purl.obolibrary.org/obo/DRON_00012309>	ginseng root
<http://purl.obolibrary.org/obo/DRON_00017992>	Echinacea angustifolia root extract
<http://purl.obolibrary.org/obo/DRON_00012281>	Burdock root extract
<http://purl.obolibrary.org/obo/DRON_00017680>	Soybean Oil
<http://purl.obolibrary.org/obo/DRON_00019760>	Echinacea purpurea extract
<http://purl.obolibrary.org/obo/DRON_00010134>	Juniper extract
<http://purl.obolibrary.org/obo/DRON_00016775>	KAVA ROOT
<http://purl.obolibrary.org/obo/DRON_00012376>	Griffonia Preparation
<http://purl.obolibrary.org/obo/DRON_00012945>	Gamboge
<http://purl.obolibrary.org/obo/DRON_00010082>	AMERICAN GINSENG ROOT
<http://purl.obolibrary.org/obo/DRON_00012349>	SIBERIAN GINSENG ROOT EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018403>	KOREAN GINSENG ROOT
<http://purl.obolibrary.org/obo/DRON_00016134>	Korean Ginseng Root Extract
<http://purl.obolibrary.org/obo/DRON_00017993>	ECHINACEA PURPUREA ROOT
<http://purl.obolibrary.org/obo/DRON_00018410>	sangre de grado
<http://purl.obolibrary.org/obo/DRON_00016644>	Chitosan
<http://purl.obolibrary.org/obo/DRON_00020035>	GUGGUL LIPIDS
<http://purl.obolibrary.org/obo/DRON_00018908>	Echinacea Root Extract
<http://purl.obolibrary.org/obo/DRON_00017963>	Black Pepper Preparation
<http://purl.obolibrary.org/obo/DRON_00018369>	GOLDEN SEAL ROOT EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018367>	ECHINACEA, AERIAL PARTS
<http://purl.obolibrary.org/obo/DRON_00018382>	MILK THISTLE SEED
<http://purl.obolibrary.org/obo/DRON_00018380>	HAWTHORN BERRY EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018379>	HAWTHORN BERRY
<http://purl.obolibrary.org/obo/DRON_00016655>	gugulu extract
<http://purl.obolibrary.org/obo/DRON_00014988>	gamma-oryzanol
<http://purl.obolibrary.org/obo/DRON_00012134>	Grapefruit seed extract
<http://purl.obolibrary.org/obo/DRON_00018358>	Grape Seed Proanthocyanidins
<http://purl.obolibrary.org/obo/DRON_00018359>	Broccoli preparation
<http://purl.obolibrary.org/obo/DRON_00018355>	Beets preparation
<http://purl.obolibrary.org/obo/DRON_00020103>	Parsley extract
<http://purl.obolibrary.org/obo/DRON_00018354>	BARLEY GRAIN
<http://purl.obolibrary.org/obo/DRON_00018597>	Corn silk preparation
<http://purl.obolibrary.org/obo/DRON_00012339>	Propolis
<http://purl.obolibrary.org/obo/DRON_00018544>	Pau d'arco preparation
<http://purl.obolibrary.org/obo/DRON_00017975>	BUTCHER'S BROOM Preparation
<http://purl.obolibrary.org/obo/DRON_00018350>	ANAMU Preparation
<http://purl.obolibrary.org/obo/DRON_00018799>	Papaya preparation
<http://purl.obolibrary.org/obo/DRON_00016597>	Vitamin B Complex
<http://purl.obolibrary.org/obo/DRON_00020291>	Apple pectin
<http://purl.obolibrary.org/obo/DRON_00016128>	guar gum
<http://purl.obolibrary.org/obo/DRON_00012102>	Dandelion root extract
<http://purl.obolibrary.org/obo/DRON_00013693>	SARSAPARILLA Preparation
<http://purl.obolibrary.org/obo/DRON_00017166>	Senna Leaves
<http://purl.obolibrary.org/obo/DRON_00012936>	Fennel seed preparation
<http://purl.obolibrary.org/obo/DRON_00018528>	Cordyceps sinensis preparation
<http://purl.obolibrary.org/obo/DRON_00018919>	GREEN TEA LEAF EXTRACT
<http://purl.obolibrary.org/obo/DRON_00017500>	Korean ginseng preparation
<http://purl.obolibrary.org/obo/DRON_00018386>	Watercress preparation
<http://purl.obolibrary.org/obo/DRON_00013621>	Indinavir
<http://purl.obolibrary.org/obo/DRON_00018732>	Magnesium malate
<http://purl.obolibrary.org/obo/DRON_00018065>	Calcium Glycerophosphate
<http://purl.obolibrary.org/obo/DRON_00015229>	glucomannan
<http://purl.obolibrary.org/obo/DRON_00018112>	Pumpkin seed extract
<http://purl.obolibrary.org/obo/DRON_00012187>	POTASSIUM SULFIDE
<http://purl.obolibrary.org/obo/DRON_00017898>	Superoxide Dismutase
<http://purl.obolibrary.org/obo/DRON_00013722>	Phosphatidylethanolamines
<http://purl.obolibrary.org/obo/DRON_00013723>	Phosphatidylinositols
<http://purl.obolibrary.org/obo/DRON_00018574>	Gymnema Sylvestre Preparation
<http://purl.obolibrary.org/obo/DRON_00017512>	fumarate
<http://purl.obolibrary.org/obo/DRON_00018364>	Damiana leaf preparation
<http://purl.obolibrary.org/obo/DRON_00012931>	Eyebright preparation
<http://purl.obolibrary.org/obo/DRON_00018139>	Lactose
<http://purl.obolibrary.org/obo/DRON_00019100>	Kelp preparation
<http://purl.obolibrary.org/obo/DRON_00019229>	FE HEME POLYPEPTIDE
<http://purl.obolibrary.org/obo/DRON_00012324>	MILK THISTLE FRUIT
<http://purl.obolibrary.org/obo/DRON_00018405>	MILK THISTLE FRUIT EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018394>	ELDERBERRY FRUIT
<http://purl.obolibrary.org/obo/DRON_00012316>	rennet
<http://purl.obolibrary.org/obo/DRON_00012353>	SLIPPERY ELM BARK
<http://purl.obolibrary.org/obo/DRON_00013570>	SOY GERM
<http://purl.obolibrary.org/obo/DRON_00018348>	almotriptan
<http://purl.obolibrary.org/obo/DRON_00018693>	imatinib
<http://purl.obolibrary.org/obo/DRON_00017859>	drospirenone
<http://purl.obolibrary.org/obo/DRON_00012853>	Ergot preparation
<http://purl.obolibrary.org/obo/DRON_00018471>	apiole
<http://purl.obolibrary.org/obo/DRON_00010172>	Alseroxylon
<http://purl.obolibrary.org/obo/DRON_00012401>	basic aluminum carbonate gel
<http://purl.obolibrary.org/obo/DRON_00010081>	Ambenonium
<http://purl.obolibrary.org/obo/DRON_00013470>	aminosalicylic acid
<http://purl.obolibrary.org/obo/DRON_00012495>	Antimony Potassium Tartrate
<http://purl.obolibrary.org/obo/DRON_00018656>	DISODIUM PYROPHOSPHATE
<http://purl.obolibrary.org/obo/DRON_00014030>	ammonium phosphate
<http://purl.obolibrary.org/obo/DRON_00017219>	Lipase
<http://purl.obolibrary.org/obo/DRON_00014465>	Antazoline
<http://purl.obolibrary.org/obo/DRON_00018452>	Hyoscyamus extract
<http://purl.obolibrary.org/obo/DRON_00017188>	aprobarbital
<http://purl.obolibrary.org/obo/DRON_00016142>	Phenacetin
<http://purl.obolibrary.org/obo/DRON_00016771>	cinnamedrine
<http://purl.obolibrary.org/obo/DRON_00018149>	Kaolin
<http://purl.obolibrary.org/obo/DRON_00014487>	Benactyzine
<http://purl.obolibrary.org/obo/DRON_00010295>	Bepridil
<http://purl.obolibrary.org/obo/DRON_00013784>	bexarotene
<http://purl.obolibrary.org/obo/DRON_00018447>	Bryonia preparation
<http://purl.obolibrary.org/obo/DRON_00018445>	Hydrastis preparation
<http://purl.obolibrary.org/obo/DRON_00018433>	CALCIUM CREOSOTATE
<http://purl.obolibrary.org/obo/DRON_00018525>	PEPTONE,DRIED
<http://purl.obolibrary.org/obo/DRON_00018526>	CALCIUM IODIZED
<http://purl.obolibrary.org/obo/DRON_00018616>	Nux Vomica extract
<http://purl.obolibrary.org/obo/DRON_00020138>	Capsicum extract
<http://purl.obolibrary.org/obo/DRON_00013678>	cevimeline
<http://purl.obolibrary.org/obo/DRON_00013035>	Cryptenamine
<http://purl.obolibrary.org/obo/DRON_00012398>	Cobalamins
<http://purl.obolibrary.org/obo/DRON_00010538>	Cyclacillin
<http://purl.obolibrary.org/obo/DRON_00015985>	cyclothiazide
<http://purl.obolibrary.org/obo/DRON_00014142>	Cysteamine
<http://purl.obolibrary.org/obo/DRON_00014028>	Digitalis preparation
<http://purl.obolibrary.org/obo/DRON_00014792>	dihydroxyaluminum sodium carbonate
<http://purl.obolibrary.org/obo/DRON_00010632>	diphenidol
<http://purl.obolibrary.org/obo/DRON_00013587>	dirithromycin
<http://purl.obolibrary.org/obo/DRON_00015316>	Racemethionine
<http://purl.obolibrary.org/obo/DRON_00011897>	dofetilide
<http://purl.obolibrary.org/obo/DRON_00016204>	Dolasetron
<http://purl.obolibrary.org/obo/DRON_00013724>	Doxercalciferol
<http://purl.obolibrary.org/obo/DRON_00013631>	eprosartan
<http://purl.obolibrary.org/obo/DRON_00010708>	Estramustine
<http://purl.obolibrary.org/obo/DRON_00017528>	estrogens, conjugated synthetic A
<http://purl.obolibrary.org/obo/DRON_00010720>	ethinamate
<http://purl.obolibrary.org/obo/DRON_00010723>	profenamine
<http://purl.obolibrary.org/obo/DRON_00017181>	Ethylestrenol
<http://purl.obolibrary.org/obo/DRON_00016623>	Flumethiazide
<http://purl.obolibrary.org/obo/DRON_00012123>	fluvastatin
<http://purl.obolibrary.org/obo/DRON_00017960>	gabapentin
<http://purl.obolibrary.org/obo/DRON_00016731>	gatifloxacin
<http://purl.obolibrary.org/obo/DRON_00016824>	Glipizide
<http://purl.obolibrary.org/obo/DRON_00010837>	Glutethimide
<http://purl.obolibrary.org/obo/DRON_00018073>	iodinated glycerol
<http://purl.obolibrary.org/obo/DRON_00010856>	guanadrel
<http://purl.obolibrary.org/obo/DRON_00013131>	Guanethidine
<http://purl.obolibrary.org/obo/DRON_00012438>	Hexobarbital
<http://purl.obolibrary.org/obo/DRON_00012439>	hexocyclium
<http://purl.obolibrary.org/obo/DRON_00014309>	oxyphencyclimine
<http://purl.obolibrary.org/obo/DRON_00016762>	Phenazopyridine
<http://purl.obolibrary.org/obo/DRON_00010118>	iocetamic acid
<http://purl.obolibrary.org/obo/DRON_00017504>	Levetiracetam
<http://purl.obolibrary.org/obo/DRON_00013028>	linezolid
<http://purl.obolibrary.org/obo/DRON_00016421>	lopinavir
<http://purl.obolibrary.org/obo/DRON_00011715>	tridihexethyl
<http://purl.obolibrary.org/obo/DRON_00011060>	Mesoridazine
<http://purl.obolibrary.org/obo/DRON_00015312>	Methacycline
<http://purl.obolibrary.org/obo/DRON_00011066>	Methandrostenolone
<http://purl.obolibrary.org/obo/DRON_00011067>	methantheline
<http://purl.obolibrary.org/obo/DRON_00011069>	metharbital
<http://purl.obolibrary.org/obo/DRON_00017138>	methdilazine
<http://purl.obolibrary.org/obo/DRON_00011277>	Pargyline
<http://purl.obolibrary.org/obo/DRON_00011096>	Methyprylon
<http://purl.obolibrary.org/obo/DRON_00011907>	Mifepristone
<http://purl.obolibrary.org/obo/DRON_00011139>	nabilone
<http://purl.obolibrary.org/obo/DRON_00015375>	nabumetone
<http://purl.obolibrary.org/obo/DRON_00018346>	nateglinide
<http://purl.obolibrary.org/obo/DRON_00013466>	Nelfinavir
<http://purl.obolibrary.org/obo/DRON_00015426>	Nylidrin
<http://purl.obolibrary.org/obo/DRON_00017663>	Opium
<http://purl.obolibrary.org/obo/DRON_00018383>	Oseltamivir
<http://purl.obolibrary.org/obo/DRON_00013474>	oxaprozin
<http://purl.obolibrary.org/obo/DRON_00014634>	Oxyphenbutazone
<http://purl.obolibrary.org/obo/DRON_00011259>	Oxyphenonium
<http://purl.obolibrary.org/obo/DRON_00011308>	Phenelzine
<http://purl.obolibrary.org/obo/DRON_00015530>	Phenmetrazine
<http://purl.obolibrary.org/obo/DRON_00015420>	Theobromine
<http://purl.obolibrary.org/obo/DRON_00012467>	Phenprocoumon
<http://purl.obolibrary.org/obo/DRON_00011385>	Pipobroman
<http://purl.obolibrary.org/obo/DRON_00014903>	Quinacrine
<http://purl.obolibrary.org/obo/DRON_00011498>	quinethazone
<http://purl.obolibrary.org/obo/DRON_00012476>	rescinnamine
<http://purl.obolibrary.org/obo/DRON_00016899>	rivastigmine
<http://purl.obolibrary.org/obo/DRON_00015719>	rofecoxib
<http://purl.obolibrary.org/obo/DRON_00018221>	sildenafil
<http://purl.obolibrary.org/obo/DRON_00012478>	aminosalicylate
<http://purl.obolibrary.org/obo/DRON_00012737>	Strychnine
<http://purl.obolibrary.org/obo/DRON_00011594>	sulfacytine
<http://purl.obolibrary.org/obo/DRON_00011599>	Sulfapyridine
<http://purl.obolibrary.org/obo/DRON_00013136>	Suprofen
<http://purl.obolibrary.org/obo/DRON_00012216>	Tacrine
<http://purl.obolibrary.org/obo/DRON_00011610>	talbutal
<http://purl.obolibrary.org/obo/DRON_00017608>	temozolomide
<http://purl.obolibrary.org/obo/DRON_00016960>	terbinafine
<http://purl.obolibrary.org/obo/DRON_00011687>	Toremifene
<http://purl.obolibrary.org/obo/DRON_00016014>	Triflupromazine
<http://purl.obolibrary.org/obo/DRON_00016835>	Tripelennamine
<http://purl.obolibrary.org/obo/DRON_00011755>	trovafloxacin
<http://purl.obolibrary.org/obo/DRON_00011822>	Tyropanoate
<http://purl.obolibrary.org/obo/DRON_00019457>	valganciclovir
<http://purl.obolibrary.org/obo/DRON_00013809>	Zalcitabine
<http://purl.obolibrary.org/obo/DRON_00017225>	Apomorphine
<http://purl.obolibrary.org/obo/DRON_00010866>	halofantrine
<http://purl.obolibrary.org/obo/DRON_00011226>	orlistat
<http://purl.obolibrary.org/obo/DRON_00011432>	Procarbazine
<http://purl.obolibrary.org/obo/DRON_00015829>	Sucralfate
<http://purl.obolibrary.org/obo/DRON_00011675>	Tolazoline
<http://purl.obolibrary.org/obo/DRON_00018280>	aluminum acetate
<http://purl.obolibrary.org/obo/DRON_00018432>	citrus bioflavonoids
<http://purl.obolibrary.org/obo/DRON_00014645>	Chlorphenesin
<http://purl.obolibrary.org/obo/DRON_00018438>	Ornithine, (L)-Isomer
<http://purl.obolibrary.org/obo/DRON_00014252>	entacapone
<http://purl.obolibrary.org/obo/DRON_00013576>	Dihydroergocornine
<http://purl.obolibrary.org/obo/DRON_00018107>	Dihydroergocryptine
<http://purl.obolibrary.org/obo/DRON_00015852>	Sulfamerazine
<http://purl.obolibrary.org/obo/DRON_00017557>	Fluoride Ion
<http://purl.obolibrary.org/obo/DRON_00017526>	SODIUM PHOSPHATE,MONOBASIC,MONOHYDRATE
<http://purl.obolibrary.org/obo/DRON_00018612>	SODIUM PHOSPHATE, DIBASIC, ANHYDROUS
<http://purl.obolibrary.org/obo/DRON_00013730>	Tribasic potassium phosphate
<http://purl.obolibrary.org/obo/DRON_00018894>	SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS
<http://purl.obolibrary.org/obo/DRON_00013578>	Dihydro-alpha-ergocryptine
<http://purl.obolibrary.org/obo/DRON_00013579>	Dihydro-beta-ergocryptine
<http://purl.obolibrary.org/obo/DRON_00018214>	Cupric oxide
<http://purl.obolibrary.org/obo/DRON_00017544>	Calcium Sulfate
<http://purl.obolibrary.org/obo/DRON_00018559>	"1-ALPHA-VITAMIN D"
<http://purl.obolibrary.org/obo/DRON_00019174>	CALCIUM CARBONATE, PRECIPITATED
<http://purl.obolibrary.org/obo/DRON_00013476>	Sirolimus
<http://purl.obolibrary.org/obo/DRON_00020282>	tenofovir disoproxil
<http://purl.obolibrary.org/obo/DRON_00013739>	bosentan
<http://purl.obolibrary.org/obo/DRON_00018583>	valdecoxib
<http://purl.obolibrary.org/obo/DRON_00018586>	Escitalopram
<http://purl.obolibrary.org/obo/DRON_00013614>	frovatriptan
<http://purl.obolibrary.org/obo/DRON_00013482>	tegaserod
<http://purl.obolibrary.org/obo/DRON_00018580>	gefitinib
<http://purl.obolibrary.org/obo/DRON_00013625>	nitisinone
<http://purl.obolibrary.org/obo/DRON_00020248>	Apple Cider Vinegar
<http://purl.obolibrary.org/obo/DRON_00018622>	Astragalus preparation
<http://purl.obolibrary.org/obo/DRON_00013763>	eletriptan
<http://purl.obolibrary.org/obo/DRON_00018907>	CIDER VINEGAR
<http://purl.obolibrary.org/obo/DRON_00013765>	LUTEIN ESTERS
<http://purl.obolibrary.org/obo/DRON_00017973>	policosanol
<http://purl.obolibrary.org/obo/DRON_00018197>	Saccharomyces boulardii
<http://purl.obolibrary.org/obo/DRON_00014144>	nebivolol
<http://purl.obolibrary.org/obo/DRON_00014146>	lornoxicam
<http://purl.obolibrary.org/obo/DRON_00018669>	telithromycin
<http://purl.obolibrary.org/obo/DRON_00018671>	etoricoxib
<http://purl.obolibrary.org/obo/DRON_00014162>	potassium iodate
<http://purl.obolibrary.org/obo/DRON_00014166>	imidapril
<http://purl.obolibrary.org/obo/DRON_00014732>	deferiprone
<http://purl.obolibrary.org/obo/DRON_00014164>	Dexketoprofen
<http://purl.obolibrary.org/obo/DRON_00018677>	Miglustat
<http://purl.obolibrary.org/obo/DRON_00018685>	tadalafil
<http://purl.obolibrary.org/obo/DRON_00018831>	fosamprenavir
<http://purl.obolibrary.org/obo/DRON_00018681>	Atazanavir
<http://purl.obolibrary.org/obo/DRON_00018691>	aprepitant
<http://purl.obolibrary.org/obo/DRON_00020281>	emtricitabine
<http://purl.obolibrary.org/obo/DRON_00015983>	dehydrosanol
<http://purl.obolibrary.org/obo/DRON_00014557>	butyl chloride
<http://purl.obolibrary.org/obo/DRON_00014931>	flopropione
<http://purl.obolibrary.org/obo/DRON_00015755>	Silicon
<http://purl.obolibrary.org/obo/DRON_00015977>	tranilast
<http://purl.obolibrary.org/obo/DRON_00017116>	sobrerol
<http://purl.obolibrary.org/obo/DRON_00018736>	MANGANESE CITRATE
<http://purl.obolibrary.org/obo/DRON_00018737>	CHROMIUM CITRATE
<http://purl.obolibrary.org/obo/DRON_00016177>	Methapyrilene
<http://purl.obolibrary.org/obo/DRON_00015545>	Phenoxybenzamine
<http://purl.obolibrary.org/obo/DRON_00016072>	VALEPOTRIATE
<http://purl.obolibrary.org/obo/DRON_00015027>	gepefrine
<http://purl.obolibrary.org/obo/DRON_00015979>	Trapidil
<http://purl.obolibrary.org/obo/DRON_00016095>	Orotic Acid
<http://purl.obolibrary.org/obo/DRON_00014673>	Chromonar
<http://purl.obolibrary.org/obo/DRON_00015489>	myrtol
<http://purl.obolibrary.org/obo/DRON_00015028>	GLICOFOSFOPEPTICAL
<http://purl.obolibrary.org/obo/DRON_00017108>	bamipine
<http://purl.obolibrary.org/obo/DRON_00014839>	droxicam
<http://purl.obolibrary.org/obo/DRON_00015826>	Sitosterols
<http://purl.obolibrary.org/obo/DRON_00015906>	terizidone
<http://purl.obolibrary.org/obo/DRON_00015724>	acetorphan
<http://purl.obolibrary.org/obo/DRON_00015628>	Hematoporphyrin
<http://purl.obolibrary.org/obo/DRON_00017104>	Dimethoxanate
<http://purl.obolibrary.org/obo/DRON_00014976>	flupirtine
<http://purl.obolibrary.org/obo/DRON_00015358>	monophenylbutazone
<http://purl.obolibrary.org/obo/DRON_00015703>	benphothiamine
<http://purl.obolibrary.org/obo/DRON_00015337>	metopimazine
<http://purl.obolibrary.org/obo/DRON_00015927>	thymomodulin
<http://purl.obolibrary.org/obo/DRON_00017977>	Selenite
<http://purl.obolibrary.org/obo/DRON_00014910>	etifoxine
<http://purl.obolibrary.org/obo/DRON_00014759>	difemerine
<http://purl.obolibrary.org/obo/DRON_00015965>	toloxatone
<http://purl.obolibrary.org/obo/DRON_00015659>	Prednimustine
<http://purl.obolibrary.org/obo/DRON_00014937>	fenoverine
<http://purl.obolibrary.org/obo/DRON_00015729>	salicin
<http://purl.obolibrary.org/obo/DRON_00015179>	limonene
<http://purl.obolibrary.org/obo/DRON_00016684>	Hexetidine
<http://purl.obolibrary.org/obo/DRON_00016716>	Dequalinium
<http://purl.obolibrary.org/obo/DRON_00014446>	Aprindine
<http://purl.obolibrary.org/obo/DRON_00015481>	butalamine
<http://purl.obolibrary.org/obo/DRON_00014640>	cetiedil
<http://purl.obolibrary.org/obo/DRON_00014861>	erdosteine
<http://purl.obolibrary.org/obo/DRON_00017146>	pholcodine
<http://purl.obolibrary.org/obo/DRON_00015569>	ISOMYRTOL
<http://purl.obolibrary.org/obo/DRON_00014930>	flavodic acid
<http://purl.obolibrary.org/obo/DRON_00015879>	trimethylphloroglucinol
<http://purl.obolibrary.org/obo/DRON_00015798>	dihydroxybutyl ether
<http://purl.obolibrary.org/obo/DRON_00016090>	viquidil
<http://purl.obolibrary.org/obo/DRON_00015571>	Phosphocysteamine
<http://purl.obolibrary.org/obo/DRON_00015605>	pyrisuccideanol
<http://purl.obolibrary.org/obo/DRON_00014320>	tiadilon
<http://purl.obolibrary.org/obo/DRON_00015382>	naringin
<http://purl.obolibrary.org/obo/DRON_00016098>	xibornol
<http://purl.obolibrary.org/obo/DRON_00016067>	urapidil
<http://purl.obolibrary.org/obo/DRON_00015637>	promestriene
<http://purl.obolibrary.org/obo/DRON_00014498>	benzquercin
<http://purl.obolibrary.org/obo/DRON_00018727>	Eucalyptus extract
<http://purl.obolibrary.org/obo/DRON_00017241>	cobamamide
<http://purl.obolibrary.org/obo/DRON_00014654>	chlorthenoxazin
<http://purl.obolibrary.org/obo/DRON_00014267>	cycletanide
<http://purl.obolibrary.org/obo/DRON_00015871>	Muramidase
<http://purl.obolibrary.org/obo/DRON_00016470>	butacaine
<http://purl.obolibrary.org/obo/DRON_00016472>	Oleate
<http://purl.obolibrary.org/obo/DRON_00015940>	tilbroquinol
<http://purl.obolibrary.org/obo/DRON_00015939>	"5-methyl-8-hydroxyquinoline"
<http://purl.obolibrary.org/obo/DRON_00014550>	bromopride
<http://purl.obolibrary.org/obo/DRON_00015539>	Agar
<http://purl.obolibrary.org/obo/DRON_00015168>	BENZOXONIUM
<http://purl.obolibrary.org/obo/DRON_00015948>	Thiophene
<http://purl.obolibrary.org/obo/DRON_00017147>	Squill extract
<http://purl.obolibrary.org/obo/DRON_00019210>	milnacipran
<http://purl.obolibrary.org/obo/DRON_00018753>	Thyme preparation
<http://purl.obolibrary.org/obo/DRON_00014595>	Phosphorus
<http://purl.obolibrary.org/obo/DRON_00014761>	DIGITALIS LEAF
<http://purl.obolibrary.org/obo/DRON_00015446>	Ouabain
<http://purl.obolibrary.org/obo/DRON_00014850>	Ergot Alkaloids
<http://purl.obolibrary.org/obo/DRON_00018778>	Escherichia coli
<http://purl.obolibrary.org/obo/DRON_00015079>	Khellin
<http://purl.obolibrary.org/obo/DRON_00014859>	ESCHERICHIA COLI ANTIGEN
<http://purl.obolibrary.org/obo/DRON_00015148>	picolinic acid
<http://purl.obolibrary.org/obo/DRON_00014418>	aluminum chlorhydrate
<http://purl.obolibrary.org/obo/DRON_00015785>	ruscogenin
<http://purl.obolibrary.org/obo/DRON_00015745>	sennoside B
<http://purl.obolibrary.org/obo/DRON_00017790>	clobutinol
<http://purl.obolibrary.org/obo/DRON_00015820>	Silicones
<http://purl.obolibrary.org/obo/DRON_00017171>	Thyme oil
<http://purl.obolibrary.org/obo/DRON_00018713>	DIFETARSONE
<http://purl.obolibrary.org/obo/DRON_00018236>	Eucalyptus oil
<http://purl.obolibrary.org/obo/DRON_00018728>	Gentian preparation
<http://purl.obolibrary.org/obo/DRON_00018715>	Elder extract
<http://purl.obolibrary.org/obo/DRON_00014955>	Feprazone
<http://purl.obolibrary.org/obo/DRON_00015486>	parthenolide
<http://purl.obolibrary.org/obo/DRON_00015076>	hydroquinidine
<http://purl.obolibrary.org/obo/DRON_00014878>	etofibrate
<http://purl.obolibrary.org/obo/DRON_00015425>	Escin
<http://purl.obolibrary.org/obo/DRON_00015590>	Pinacidil
<http://purl.obolibrary.org/obo/DRON_00015901>	TENONITROZOLE
<http://purl.obolibrary.org/obo/DRON_00015145>	letosteine
<http://purl.obolibrary.org/obo/DRON_00016025>	Trihexyphenidyl
<http://purl.obolibrary.org/obo/DRON_00014661>	Cod Liver Oil
<http://purl.obolibrary.org/obo/DRON_00015487>	Pancreas extract
<http://purl.obolibrary.org/obo/DRON_00015405>	nilvadipine
<http://purl.obolibrary.org/obo/DRON_00015888>	SPIKE LAVENDER OIL
<http://purl.obolibrary.org/obo/DRON_00014467>	beta-Escin
<http://purl.obolibrary.org/obo/DRON_00014476>	mepirodipine
<http://purl.obolibrary.org/obo/DRON_00015570>	pholedrine
<http://purl.obolibrary.org/obo/DRON_00015966>	TORMENTIL
<http://purl.obolibrary.org/obo/DRON_00017828>	Terpin hydrate
<http://purl.obolibrary.org/obo/DRON_00015682>	prothipendyl
<http://purl.obolibrary.org/obo/DRON_00015770>	cinametic acid
<http://purl.obolibrary.org/obo/DRON_00014512>	beta-Alanine
<http://purl.obolibrary.org/obo/DRON_00015413>	nitazoxanide
<http://purl.obolibrary.org/obo/DRON_00015562>	chlorphenoxamine
<http://purl.obolibrary.org/obo/DRON_00014631>	chloramine-T
<http://purl.obolibrary.org/obo/DRON_00018290>	Menthol
<http://purl.obolibrary.org/obo/DRON_00018261>	Peppermint oil
<http://purl.obolibrary.org/obo/DRON_00015273>	metylperon
<http://purl.obolibrary.org/obo/DRON_00018743>	CLOCINIZINE
<http://purl.obolibrary.org/obo/DRON_00015555>	buzepide metiodide
<http://purl.obolibrary.org/obo/DRON_00018257>	Benzalkonium
<http://purl.obolibrary.org/obo/DRON_00018259>	Hexylresorcinol
<http://purl.obolibrary.org/obo/DRON_00018895>	gamma-Aminobutyrate
<http://purl.obolibrary.org/obo/DRON_00017708>	Talc
<http://purl.obolibrary.org/obo/DRON_00015921>	Oleandomycin
<http://purl.obolibrary.org/obo/DRON_00014918>	fenethylline
<http://purl.obolibrary.org/obo/DRON_00014484>	benproperine
<http://purl.obolibrary.org/obo/DRON_00015680>	prednylidene
<http://purl.obolibrary.org/obo/DRON_00015924>	THEOFIBRATE
<http://purl.obolibrary.org/obo/DRON_00015320>	METHOSERPIDINE
<http://purl.obolibrary.org/obo/DRON_00014855>	Erythrosine
<http://purl.obolibrary.org/obo/DRON_00014554>	butibufen
<http://purl.obolibrary.org/obo/DRON_00015542>	Rhubarb preparation
<http://purl.obolibrary.org/obo/DRON_00015492>	Paroxypropione
<http://purl.obolibrary.org/obo/DRON_00015527>	PHENICARBAZIDE
<http://purl.obolibrary.org/obo/DRON_00014404>	Ajmaline
<http://purl.obolibrary.org/obo/DRON_00016886>	Potassium gluconate
<http://purl.obolibrary.org/obo/DRON_00014832>	CLORAZEPIC ACID
<http://purl.obolibrary.org/obo/DRON_00014754>	Dichlorophen
<http://purl.obolibrary.org/obo/DRON_00015480>	Oxyfedrine
<http://purl.obolibrary.org/obo/DRON_00015718>	pridinol
<http://purl.obolibrary.org/obo/DRON_00015380>	naftazone
<http://purl.obolibrary.org/obo/DRON_00017805>	dienogest
<http://purl.obolibrary.org/obo/DRON_00015180>	Tilia extract
<http://purl.obolibrary.org/obo/DRON_00017240>	Ammonium
<http://purl.obolibrary.org/obo/DRON_00014438>	adipic acid
<http://purl.obolibrary.org/obo/DRON_00015531>	fenbutrazate
<http://purl.obolibrary.org/obo/DRON_00015883>	talinolol
<http://purl.obolibrary.org/obo/DRON_00015367>	moxaverine
<http://purl.obolibrary.org/obo/DRON_00014790>	DI-ISOPROPYLAMMONIUM
<http://purl.obolibrary.org/obo/DRON_00015914>	etofylline
<http://purl.obolibrary.org/obo/DRON_00015429>	Norethandrolone
<http://purl.obolibrary.org/obo/DRON_00014623>	carpipramine
<http://purl.obolibrary.org/obo/DRON_00015409>	Nialamide
<http://purl.obolibrary.org/obo/DRON_00015956>	Tocamphyl
<http://purl.obolibrary.org/obo/DRON_00014674>	cifenline
<http://purl.obolibrary.org/obo/DRON_00018031>	Succinic Acid
